UUID,a1,a2,a3,a4,a5,a6,pub_type,name
6447D1A8,Cairns,,,,,,1,The%20Governments%20and%20Societies%20of%20Canadian%20Federalism
EB861BCB,Cairns,,,,,,1,The%20Governments%20and%20Societies%20of%20Canadian%20Federalism
D9ED1338,Cairns,,,,,,3,The%20Governments%20and%20Societies%20of%20Canadian%20Federalism
59538EFA,Cairns,,,,,,1,The%20Governments%20and%20Societies%20of%20Canadian%20Federalism
C2AF13C7,Cairns,,,,,,1,The%20Governments%20and%20Societies%20of%20Canadian%20Federalism
DF6BC2D8,Cairns,,,,,,1,The%20Governments%20and%20Societies%20of%20Canadian%20Federalism
5E848C80,Cairns,,,,,,1,The%20Governments%20and%20Societies%20of%20Canadian%20Federalism
C5043410,McWhinney,,,,,,2,The%20Governor%20General%20and%20the%20Prime%20Ministers:%20The%20Making%20and%20Unmaking%20of%20Governments
A8F11AF4,McWhinney,,,,,,2,The%20Governor%20General%20and%20the%20Prime%20Ministers:%20The%20Making%20and%20Unmaking%20of%20Governments
0A9A0858,Desserud,,,,,,1,The%20Governor%20General%2C%20The%20Prime%20Minister%20and%20the%20Request%20to%20Prorogue
CBDB9F46,Dutil,,,,,,2,The%20Guardian:%20Perspectives%20on%20the%20Ontario%20Ministry%20of%20Finance
F313AFE1,Dunn,,,,,,2,The%20Handbook%20of%20Canadian%20Public%20Administration
17E07084,Slattery,,,,,,1,The%20Hidden%20Constitution:%20Aboriginal%20Rights%20in%20Canada
7D2DBF8C,Graefe,,,,,,1,The%20High%20Value-Added%2C%20Low-Wage%20Model:%20Progressive%20Competitiveness%20in%20Québec%20from%20Bourassa%20to%20Bouchard
28499486,Hacker,,,,,,1,The%20Historical%20Logic%20of%20National%20Health%20Insurance:%20%20Structure%20and%20Sequence%20in%20the%20Development%20of%20British%2C%20Canadian%2C%20and%20U.S.%20Medical%20Policy
3A8B3D09,Hacker,,,,,,1,The%20Historical%20Logic%20of%20National%20Health%20Insurance:%20Structure%20and%20Sequence%20in%20the%20Development%20of%20British%2C%20Canadian%2C%20and%20U.S.%20Medical%20Policy
B74D3C48,Naylor,,,,,,2,The%20History%20of%20Canadian%20Business%2C%201867-1914
990DC272,Prince,,,,,,3,The%20Hobbesian%20Prime%20Minister%20and%20the%20Night%20Watchman%20State:%20Social%20Policy%20under%20the%20Harper%20Conservatives
553FB925,Rosenberg,,,,,,2,The%20Hollow%20Hope:%20Can%20Courts%20Bring%20About%20Social%20Change?
7A330A48,Mackay,,,,,,2,The%20House%20of%20Difference.%20Cultural%20Politics%20and%20the%20National%20Identity%20in%20Canada
E84AFE83,Mackay,,,,,,2,The%20House%20of%20Difference.%20Cultural%20Politics%20and%20the%20National%20Identity%20in%20Canada
B8B9FF2A,Mackay,,,,,,2,The%20House%20of%20Difference.%20Cultural%20Politics%20and%20the%20National%20Identity%20in%20Canada
76100BB0,Beland,,,,,,1,"The%20Idea%20of%20Power%20and%20the%20Role%20of%20Ideas,"
B4010D8D,Smith,,,,,,1,The%20Ideological%20Origins%20of%20Canadian%20Confederation
303AF1BC,Smith,,,,,,3,The%20Ideological%20Origins%20of%20Canadian%20Confederation
723166C5,Johnston,,,,,,3,The%20Ideological%20Structure%20of%20Opinion%20on%20Policy
FAE92189,Dawson,,,,,,1,The%20Impact%20of%20the%20Charter%20on%20the%20Public%20Policy%20Process%20and%20the%20Department%20of%20Justice
6B09160C,Oliver,,,,,,1,The%20Impact%20of%20the%20Royal%20Commission%20on%20Bilingualism%20and%20Biculturalism%20on%20Constitutional%20Thought%20and%20Practice%20in%20Canada
EBC73690,Coleman,,,,,,2,The%20Independence%20Movement%20in%20Quebec
D294CBD2,Hutton,,,,,,1,The%20Innisian%20Core-Periphery%20Revisited:%20Vancouvers%20Changing%20Relationship%20with%20British%20Columbias%20Staple%20Economy
8C414F25,Dunn,,,,,,2,The%20Institutionalized%20Cabinet
D225FD12,Laforest,,,,,,3,The%20Internal%20Exile%20of%20Quebecers%20in%20the%20Canada%20of%20the%20Charter
61A115D0,Kennedy,,,,,,1,The%20Interpretation%20of%20the%20British%20North%20America%20Act
9F7E4F63,Smith,,,,,,2,The%20Invisible%20Crown
2538DEB9,Smith,,,,,,2,The%20Invisible%20Crown
2DD144F5,Smith,,,,,,2,The%20Invisible%20Crown
56A52FD9,Smith,,,,,,2,The%20Invisible%20Crown
684D46AC,Smith,,,,,,2,The%20Invisible%20Crown
97B58347,Smith,,,,,,2,The%20Invisible%20Crown
4C56CD2D,Smith,,,,,,2,The%20Invisible%20Crown
A31E9668,Smith,,,,,,3,The%20Invisible%20Crown
052D6052,Speers,,,,,,3,The%20invisible%20private%20service:%20consultants%20and%20public%20policy%20in%20Canada
D3EEA08A,Scharpf,,,,,,1,The%20Joint-Decision%20Trap:%20Lessons%20from%20West%20German%20Federalism%20and%20European%20Integration
F50894B9,Turpel,,,,,,1,The%20Judged%20and%20Judging:%20Locating%20Innocence%20in%20a%20Fallen%20World
E7BDAFD0,Cairns,,,,,,1,The%20Judicial%20Committee%20and%20Its%20Critics
3DEA0865,Cairns,,,,,,1,The%20Judicial%20Committee%20and%20Its%20Critics
82BD5DD6,Cairns,,,,,,1,The%20Judicial%20Committee%20and%20Its%20Critics
DBFB815D,Cairns,,,,,,1,The%20Judicial%20Committee%20and%20Its%20Critics
72D7D5FB,Cairns,,,,,,3,The%20Judicial%20Committee%20and%20Its%20Critics
2C9F0947,Cairns,,,,,,1,The%20Judicial%20Committee%20and%20Its%20Critics
98F73609,Cairns,,,,,,1,The%20Judicial%20Committee%20and%20Its%20Critics
2BEA3371,Cairns,,,,,,1,The%20Judicial%20Committee%20and%20Its%20Critics
52F8B9FA,Cairns,,,,,,1,The%20Judicial%20Committee%20and%20Its%20Critics
6FFB4EB1,Cairns,,,,,,1,The%20Judicial%20Committee%20and%20Its%20Critics
D41C1529,Hirschl,,,,,,1,The%20Judicialization%20of%20Mega-Politics%20and%20the%20Rise%20of%20the%20Courts”%20
67E9A49D,Russell,,,,,,2,The%20Judiciary%20in%20Canada:%20The%20Third%20Branch%20of%20Government
BD1F51E9,Russell,,,,,,2,The%20Judiciary%20in%20Canada:%20The%20Third%20Branch%20of%20Government
3BB4585C,Russell,,,,,,2,The%20Judiciary%20in%20Canada:%20The%20Third%20Branch%20of%20Government
D32F1F4C,Graham,,,,,,2,The%20King-Byng%20affair%2C%201926:%20a%20question%20of%20responsible%20government
17BCB05E,Resnick,,,,,,2,The%20Land%20of%20Cain.%20Class%20and%20English%20Canadian%20Nationalism
232AB9B3,Saywell,,,,,,2,The%20Lawmakers:%20Judicial%20Power%20and%20the%20Shaping%20of%20Canadian%20Federalism
DC8F280A,Saywell,,,,,,3,The%20Lawmakers:%20Judicial%20Power%20and%20the%20Shaping%20of%20Canadian%20Federalism
E53514D2,Waite,,,,,,2,The%20Life%20and%20Times%20of%20Confederation
B19D588F,Waite,,,,,,2,The%20Life%20and%20Times%20of%20Confederation%201864-1867%2C%203rd%20edition
DDC04D51,Tanguay,,,,,,3,The%20Limits%20of%20Democratic%20Reform%20in%20Canada
BC39B4EF,Tanguay,,,,,,3,The%20Limits%20of%20Democratic%20Reform%20in%20Canada
F212D073,Cairns,,,,,,3,The%20Living%20Canadian%20Constitution%20
8199B202,Cairns,,,,,,3,The%20Living%20Canadian%20Constitution%20
5A6293CF,Leroux,,,,,,3,The%20Many%20Paradoxes%20of%20Race%20in%20Quebec:%20Civilization%2C%20Laicite%20and%20Gender%20Equality
F16DD25C,Lindblom,,,,,,1,The%20Market%20as%20Prison
072B7BB0,Lawlor,Mahon,Soroka,,,,3,The%20Mass%20Media%20and%20Welfare%20Policy%20Framing:%20A%20Study%20in%20Policy%20Definition
444BD125,Cook,,,,,,3,The%20Meaning%20of%20Confederation
EAAF2725,Alfred,Pitawanakwat,Price,,,,1,The%20Meaning%20of%20Political%20Participation%20for%20Indigenous%20Youth:%20Charting%20the%20Course%20for%20Youth%20Civic%20and%20Political%20Participation
56E6DABB,Mendelsohn,,,,,,1,The%20Media%20and%20Interpersonal%20Communications:%20The%20Priming%20of%20Issues%2C%20Leaders%2C%20and%20Party%20Identification
E53056E0,ONeill,,,,,,1,The%20Medias%20Role%20in%20Shaping%20Canadian%20Civic%20and%20Political%20Engagement
A0B61265,Matthews,Pickup,Cutler,,,,1,The%20Mediated%20Horserace:%20Campaign%20Polls%20and%20Poll%20Reporting
EE0A094F,Henderson,,,,,,2,The%20Míkmaw%20Concordat%20
4978A344,La%20Selva,,,,,,2,The%20Moral%20Foundations%20of%20Canadian%20Federalism%20
3F7FAFE0,LaSelva,,,,,,2,The%20Moral%20Foundations%20of%20Canadian%20Federalism%20
B7BECBAC,LaSelva,,,,,,2,The%20Moral%20Foundations%20of%20Canadian%20Federalism%20
AFFAAC75,LaSelva,,,,,,2,The%20Moral%20Foundations%20of%20Canadian%20Federalism%20
D175EDCD,LaSelva,,,,,,3,The%20Moral%20Foundations%20of%20Canadian%20Federalism%20
17CDEEAC,LaSelva,,,,,,2,The%20Moral%20Foundations%20of%20Canadian%20Federalism%20
881F82B0,LaSelva,,,,,,2,The%20Moral%20Foundations%20of%20Canadian%20Federalism%20
5C080844,La%20Selva,,,,,,2,The%20Moral%20Foundations%20of%20Canadian%20Federalism%20
E16AE6E6,Martin,,,,,,3,The%20Most%20Dangerous%20Branch
0443160F,Martin,,,,,,2,The%20Most%20Dangerous%20Branch.%20How%20the%20Supreme%20Court%20of%20Canada%20Has%20Undermined%20Our%20Law%20and%20Our%20Democracy
58656730,Martin,,,,,,2,The%20Most%20Dangerous%20Branch.%20How%20the%20Supreme%20Court%20of%20Canada%20Has%20Undermined%20Our%20Law%20and%20Our%20Democracy
5EEACB8F,Aucoin,,,,,,3,The%20Mulroney%20Government%201984-1988:%20Priorities%2C%20Positional%20Policy%20and%20Power
9C541C99,Abelson,Lusztig,,,,,2,The%20Myth%20of%20the%20Sacred.%20The%20Charter%2C%20the%20Courts%20and%20the%20Politics%20of%20the%20Constitution%20in%20Canada
A86D7BE9,Phillips,,,,,,1,The%20National%20Policy%20Revisited
47801A21,Clement,Williams,,,,,2,The%20New%20Canadian%20Political%20Economy
834A51E7,Clement,Williams,,,,,2,The%20New%20Canadian%20Political%20Economy
423B3FFF,Mahon,,,,,,3,The%20New%20Canadian%20Political%20Economy%20Revisited:%20Production%2C%20Space%2C%20Identity
7DDFC703,Mahon,,,,,,3,The%20New%20Canadian%20Political%20Economy%20Revisited:%20Production%2C%20Space%2C%20Identity
F0E5EF67,Hirschl,,,,,,1,The%20New%20Constitutionalism%20and%20the%20Judicialization%20of%20Pure%20Politics%20Worldwide
5B175C2E,Aucoin,,,,,,1,The%20New%20Public%20Management:%20Canada%20in%20Comparative%20Perspective
0B6EA3D5,Magnusson,,,,,,2,The%20New%20Reality
DFA61115,Laycock,,,,,,2,The%20New%20Right%20and%20Democracy%20in%20Canada
1DB65D9D,Laycock,,,,,,2,The%20New%20Right%20and%20Democracy%20in%20Canada
0D418CCA,Laycock,,,,,,2,The%20New%20Right%20and%20Democracy%20in%20Canada
8687DF3E,Sheppard,,,,,,3,The%20Night%20of%20the%20Long%20Knives
92324D35,Quesnel,Winn,,,,,2,The%20Nisgaa%20Treaty%2C%20Self-Government%2C%20and%20Good%20Governance%20-%20The%20Jury%20is%20Still%20Out
D4CB9851,Usher,,,,,,3,The%20North:%20One%20Land%2C%20Two%20Ways%20of%20Life
6CEA5990,Lesson,,,,,,3,The%20Notwithstanding%20Clause:%20A%20Paper%20Tiger
3113BD82,Hiebert,,,,,,1,The%20Notwithstanding%20Clause:%20Why%20infrequent%20use%20should%20not%20be%20equated%20with%20Charter%20Compliance
621A237E,Ajzenstat,,,,,,2,The%20Once%20and%20Future%20Canadian%20Democracy:%20An%20Essay%20in%20Political%20Thought
CF72F562,Ajzenstat,,,,,,2,The%20Once%20and%20Future%20Canadian%20Democracy:%20An%20Essay%20in%20Political%20Thought
9B5759A8,White,,,,,,2,The%20Ontario%20Legislature:%20A%20Political%20Analysis
59AD02A5,Roy,,,,,,2,The%20Oriental%20Question:%20Consolidating%20a%20White%20Mans%20Province
A0250035,Stewart,,,,,,2,The%20Origins%20of%20Canadian%20Politics.%20A%20Comparative%20Approach.
C8A991FE,Igartua,,,,,,2,The%20Other%20Quiet%20Revolution.%20National%20Identities%20in%20English%20Canada
FE8BF528,Igartua,,,,,,2,The%20Other%20Quiet%20Revolution.%20National%20Identities%20in%20English%20Canada
2AD67D2E,Igartua,,,,,,3,The%20Other%20Quiet%20Revolution.%20National%20Identities%20in%20English%20Canada
98E2C9C5,Courtney,Smith,,,,,2,The%20Oxford%20Handbook%20of%20Canadian%20Politics
FF499481,Franks,,,,,,3,The%20Parliament%20of%20Canada
33F74F4B,Franks,,,,,,2,The%20Parliament%20of%20Canada
166E54D7,Franks,,,,,,2,The%20Parliament%20of%20Canada
FBFA73BD,Franks,,,,,,2,The%20Parliament%20of%20Canada
27C9D7BA,Franks,,,,,,2,The%20Parliament%20of%20Canada
EB64CCB8,Franks,,,,,,2,The%20Parliament%20of%20Canada
A2DE275A,Franks,,,,,,3,The%20Parliament%20of%20Canada
39BBFB8C,Franks,,,,,,2,The%20Parliament%20of%20Canada
9DBFA580,Franks,,,,,,2,The%20Parliament%20of%20Canada
F5D72417,Franks,,,,,,2,The%20Parliament%20of%20Canada
A818C3D0,Brodie,Jenson,,,,,3,The%20Party%20System
440B088D,Brodie,Jenson,,,,,3,The%20Party%20System
0021C3A2,Johnston,,,,,,3,The%20Party%20System%2C%20Elections%20and%20Social%20Policy%20
C1D4E8A9,Vosko,,,,,,1,The%20Past%20(and%20Futures)%20of%20Feminist%20Political%20Economy%20in%20Canada
61DB9BF4,Vosko,,,,,,1,The%20Past%20(and%20Futures)%20of%20Feminist%20Political%20Economy%20in%20Canada
A1FC7DE3,Thomas,,,,,,2,The%20past%2C%20present%20and%20future%20of%20officers%20of%20Parliament
A9355EFC,Thomas,,,,,,2,The%20past%2C%20present%20and%20future%20of%20officers%20of%20Parliament
903CE302,Wiseman,,,,,,3,The%20Pattern%20of%20Prairie%20Politics
D3E629B4,Wiseman,,,,,,1,The%20Pattern%20of%20Prairie%20Politics
3C4CBA1F,Smith,,,,,,2,The%20Peoples%20House%20of%20Commons
3A3C4720,Smith,,,,,,2,The%20Peoples%20House%20of%20Commons
22A7992B,Smith,,,,,,2,The%20Peoples%20House%20of%20Commons
8EF56046,Smith,,,,,,2,The%20Peoples%20House%20of%20Commons
8D215C09,Smith,,,,,,2,The%20Peoples%20House%20of%20Commons
251A1280,Smith,,,,,,2,The%20Peoples%20House%20of%20Commons
FDB612F9,Smith,,,,,,2,The%20Peoples%20House%20of%20Commons
20493C86,Smith,,,,,,2,The%20Peoples%20House%20of%20Commons
6D1632B9,Smith,,,,,,2,The%20Peoples%20House%20of%20Commons
15291A11,Smith,,,,,,2,The%20Peoples%20House%20of%20Commons
5F19E399,Smith,,,,,,2,The%20Peoples%20House%20of%20Commons
1BBB5EDD,Smith,,,,,,2,The%20Peoples%20House%20of%20Commons
8CE589B6,Smith,,,,,,2,The%20Peoples%20House%20of%20Commons
FDF93CCE,Dick,,,,,,2,The%20Perils%20of%20Identity:%20Group%20Rights%20and%20the%20Politics%20of%20Intragroup%20Difference
D7566988,Dick,,,,,,2,The%20Perils%20of%20Identity:%20Group%20Rights%20and%20the%20Politics%20of%20Intragroup%20Difference
BD45CFE6,Karl,,,,,,1,The%20Perils%20of%20the%20Petro-State:%20Reflections%20on%20the%20Paradox%20of%20Plenty
1B50A9F2,Elmer,Langlois,McKelvey,,,,3,The%20Permanent%20Campaign%20Online:%20Platforms%2C%20Actors%20and%20Issue-Objects
2D5CB19B,Pocklington,,,,,,1,The%20Place%20of%20Political%20Science%20in%20Canadian%20Universities
AC230D9C,Panagos,,,,,,1,The%20Plurality%20of%20Meanings%20Shouldered%20by%20the%20Term%20Aboriginality:%20An%20Analysis%20of%20the%20Delgamuuk%20Case
0E61D944,Bradford,,,,,,1,The%20Policy%20Influence%20of%20Economic%20Ideas
0A7A4C86,Howlett,Netherton,Ramesh,,,,2,The%20Political%20Economy%20of%20Canada
A8BB1CF6,Howlett,Netherton,Ramesh,,,,2,The%20Political%20Economy%20of%20Canada
4513A629,Howlett,Netherton,Ramesh,,,,2,The%20Political%20Economy%20of%20Canada
C701DF94,Brodie,,,,,,2,The%20Political%20Economy%20of%20Canadian%20Regionalism
04BB652C,Brodie,,,,,,2,The%20Political%20Economy%20of%20Canadian%20Regionalism
D75B59DC,Brodie,,,,,,2,The%20Political%20Economy%20of%20Canadian%20Regionalism
7B5D4794,Bakker,,,,,,3,The%20Political%20Economy%20of%20Gender
32793B87,Grinspun,Cameron,,,,,2,The%20Political%20Economy%20of%20North%20American%20Free%20Trade
EF6638C1,Satzewich,,,,,,3,The%20Political%20Economy%20of%20Race%20and%20Ethnicity
95352EF8,Stasiulis,,,,,,3,The%20Political%20Economy%20of%20Race%2C%20Ethnicity%20and%20Migration
4C6D8366,Matthews,,,,,,1,The%20Political%20Foundations%20of%20Support%20for%20Same-Sex%20Marriage%20in%20Canada
0048855B,Matthews,,,,,,1,The%20Political%20Foundations%20of%20Support%20for%20Same-Sex%20Marriage%20in%20Canada
779EBD2C,Matthews,,,,,,1,The%20Political%20Foundations%20of%20Support%20for%20Same-Sex%20Marriage%20in%20Canada
2281BB70,Russell,,,,,,3,The%20Political%20Purposes%20of%20the%20Canadian%20Charter%20of%20Rights%20and%20Freedoms
4BAEB222,Russell,,,,,,1,The%20Political%20Purposes%20of%20the%20Charter%20of%20Rights%20and%20Freedom
AF232A35,Russell,,,,,,1,The%20Political%20Purposes%20of%20the%20Charter%20of%20Rights%20and%20Freedom
0D6F40BD,Russell,,,,,,1,The%20Political%20Purposes%20of%20the%20Charter%20of%20Rights%20and%20Freedom
E2BF4193,Russell,,,,,,1,The%20Political%20Purposes%20of%20the%20Charter%20of%20Rights%20and%20Freedom
D9232786,Ajzenstat,,,,,,2,The%20Political%20Thought%20of%20Lord%20Durham
9EA8C1F9,Brodie,Gavigan,Jenson,,,,2,The%20Politics%20of%20Abortion
358D652A,Nossal,,,,,,2,The%20Politics%20of%20Canadian%20Foreign%20Policy
9E578D52,Nelles,,,,,,2,The%20Politics%20of%20Development
F8889A9A,Clarke,,,,,,2,The%20Politics%20of%20Discontent%20in%20Canada
A4135DAD,Barrette,Hamilton,,,,,2,The%20Politics%20of%20Diversity:%20Feminism%2C%20Marxism%2C%20and%20Nationalism
B32A9B83,Doern,,,,,,2,The%20Politics%20of%20Economic%20Policy%20in%20Canada
C0CAD377,Cairns,Williams,,,,,2,The%20Politics%20of%20Gender%2C%20Ethnicity%20and%20Language%20in%20Canada
ED24BAC4,Knopff,Morton,,,,,3,The%20Politics%20of%20Interpretation
52CEBDCB,Dick,,,,,,1,The%20Politics%20of%20Intragroup%20Difference:%20First%20Nations%20Women%20and%20the%20Sawridge%20Dispute
066CB370,Dick,,,,,,1,The%20Politics%20of%20Intragroup%20Difference:%20First%20Nations%20Women%20and%20the%20Sawridge%20Dispute
EC2E3603,Russell,,,,,,2,The%20Politics%20of%20Law%20
06700A7D,Orsini,,,,,,1,The%20Politics%20of%20Naming%2C%20Blaming%20and%20Claiming:%20HIV%2C%20Hepatitis%20C%20and%20the%20Emergence%20of%20Blood%20Activism%20in%20Canada
BC158DF2,Orsini,,,,,,1,The%20Politics%20of%20Naming%2C%20Blaming%20and%20Claiming:%20HIV%2C%20Hepatitis%20C%20and%20the%20Emergence%20of%20Blood%20Activism%20in%20Canada
0E42FF50,Dobrowolsky,,,,,,2,The%20Politics%20of%20Pragmatism:%20Women%2C%20Representation%2C%20and%20Constitutionalism
B240AAB4,Dobrowolsky,,,,,,2,The%20Politics%20of%20Pragmatism:%20Women%2C%20Representation%2C%20and%20Constitutionalism
17194C5A,Dobrowolsky,,,,,,2,The%20Politics%20of%20Pragmatism:%20Women%2C%20Representation%2C%20and%20Constitutionalism
AB220655,Dobrowolsky,,,,,,2,The%20Politics%20of%20Pragmatism:%20Women%2C%20Representation%2C%20and%20Constitutionalism
44DDBA0B,Dobrowolsky,,,,,,2,The%20Politics%20of%20Pragmatism:%20Women%2C%20Representation%2C%20and%20Constitutionalism
70E76937,Good,,,,,,2,The%20Politics%20of%20Public%20Management:%20The%20HRDC%20Audit%20of%20Grants%20and%20Contributions
583C0056,Good,,,,,,2,The%20Politics%20of%20Public%20Management:%20The%20HRDC%20Audit%20of%20Grants%20and%20Contributions
B3B7A0AB,Good,,,,,,2,The%20Politics%20of%20Public%20Management:%20The%20HRDC%20Audit%20of%20Grants%20and%20Contributions
A1DC8A23,Nesbitt-Larking,,,,,,3,The%20Politics%20of%20Public%20Opinion
1156DDC8,Savoie,,,,,,2,The%20Politics%20of%20Public%20Spending%20
4C006AAC,Savoie,,,,,,2,The%20Politics%20of%20Public%20Spending%20
1CB4B103,Wallis,Fleras,,,,,2,The%20Politics%20of%20Race%20in%20Canada
6C06E51A,Vickers,Isaac,,,,,2,The%20Politics%20of%20Race:%20Canada%2C%20the%20United%20States%2C%20and%20Australia%20(2nd%20edition)
84771CE5,Taylor,,,,,,3,The%20Politics%20of%20Recognition
26123825,Taylor,,,,,,3,The%20Politics%20of%20Recognition
B2B38055,Wilson,,,,,,3,The%20Politics%20of%20Regulation
DFB50BF5,Resnick,,,,,,2,The%20Politics%20of%20Resentment:%20British%20Columbia%20Regionalism%20and%20Canadian%20Unity
9F2F2253,Resnick,,,,,,2,The%20Politics%20of%20Resentment:%20British%20Columbia%20Regionalism%20and%20Canadian%20Unity
22772059,Graefe,,,,,,3,The%20politics%20of%20social%20and%20economic%20development%20in%20Quebec
EBD1C1FF,Harrow,,,,,,1,The%20Politics%20of%20Tax%20States%20in%20the%20Canadian%20Provinces%20after%20the%20Golden%20Age
29B9F960,Harrow,,,,,,1,The%20Politics%20of%20Tax%20States%20in%20the%20Canadian%20Provinces%20after%20the%20Golden%20Age
FB463150,Carty,,,,,,1,The%20Politics%20of%20Tecumseh%20Corners:%20Canadian%20Political%20Parties%20as%20Franchise%20Organization
5D2B78C9,Carty,,,,,,1,The%20Politics%20of%20Tecumseh%20Corners:%20Canadian%20Political%20Parties%20as%20Franchise%20Organization
16998F58,Carty,,,,,,1,The%20Politics%20of%20Tecumseh%20Corners:%20Canadian%20Political%20Parties%20as%20Franchise%20Organization
60784DDC,Carty,,,,,,1,The%20Politics%20of%20Tecumseh%20Corners:%20Canadian%20Political%20Parties%20as%20Franchise%20Organization
A6D5447F,Carty,,,,,,1,The%20Politics%20of%20Tecumseh%20Corners:%20Canadian%20Political%20Parties%20as%20Franchise%20Organization
8882B805,Carty,,,,,,1,The%20Politics%20of%20Tecumseh%20Corners:%20Canadian%20Political%20Parties%20as%20Franchise%20Organizations
F8AEEE98,Petter,,,,,,2,The%20Politics%20of%20the%20Charter
A1262F86,Petter,,,,,,2,The%20Politics%20of%20the%20Charter
9C629D06,Pilon,,,,,,2,The%20Politics%20of%20Voting:%20Reforming%20Canadas%20Electoral%20System
1A53C111,Pilon,,,,,,2,The%20Politics%20of%20Voting:%20Reforming%20Canadas%20Electoral%20System
56AFA48B,Caruana,,,,,,1,The%20Power%20of%20the%20Dark%20Side:%20Negative%20Partisanship%20and%20Political%20Behaviour%20in%20Canada
6A9D7565,Fafard,Rocher,Cote,,,,2,The%20Presence%20(or%20Lack%20Thereof)%20of%20a%20Federal%20Culture%20in%20Canada:%20The%20Views%20of%20Canadians
8C73C49A,Matheson,,,,,,2,The%20Prime%20Minister%20and%20the%20Cabinet
9A9A1581,Forsey,,,,,,1,The%20Problem%20of%20Minority%20Government%20in%20Canada
973D775D,Kukucha,,,,,,2,The%20Provinces%20and%20Canadian%20Foreign%20Trade%20Policy
5CA83E8F,Brownsey,Howlett,,,,,2,The%20Provincial%20State%20in%20Canada:%20Politics%20in%20the%20Provinces%20and%20Territories
1A3522F3,Brownsey,Howlett,,,,,2,The%20Provincial%20State%20in%20Canada:%20Politics%20in%20the%20Provinces%20and%20Territories
4D2DD010,Wiseman,,,,,,2,The%20Public%20Intellectual%20in%20Canada
A995AEA6,Anderson,Stephenson,,,,,3,The%20Puzzle%20of%20Elections%20and%20Voting%20in%20Canada
85FAE1A9,Anderson,Stephenson,,,,,2,The%20Puzzle%20of%20Elections%20and%20Voting%20in%20Canada
EE7CB296,Salee,,,,,,3,The%20Quebec%20State%20and%20Indigenous%20People
EAB8464A,Salee,,,,,,3,The%20Quebec%20State%20and%20the%20Management%20of%20Ethnocultural%20Diversity:%20Perspectives%20on%20an%20Ambiguous%20Record
D747CCB6,Rocher,,,,,,3,The%20Quebec-Canada%20Dynamic%20or%20the%20Negation%20of%20the%20Ideal%20of%20Federalism
61C00746,Rocher,,,,,,3,The%20Quebec-Canada%20Dynamic%20or%20the%20Negation%20of%20the%20Ideal%20of%20Federalism
3ABB89D0,Rocher,,,,,,3,The%20Quebec-Canada%20Dynamic%20or%20the%20Negation%20of%20the%20Ideal%20of%20Federalism
D2B664EE,Siegfried,,,,,,2,The%20Race%20Question%20in%20Canada
4AD7CA80,Siegfried,,,,,,2,The%20Race%20Question%20in%20Canada
D212191A,Siegfried,,,,,,2,The%20Race%20Question%20in%20Canada
2120017A,Siegfried,,,,,,2,The%20Race%20Question%20in%20Canada
0B8BA99E,Bakan,Abu-Laban,,,,,1,The%20Racial%20Contract:%20Israel/Palestine%20and%20Canada
FD6B3539,Belanger,Petry,,,,,1,The%20Rational%20Public?%20A%20Canadian%20Test%20of%20the%20Page%20
"and%20Shapiro%20Argument""",,,,,,,,
C1CDE955,Levine,,,,,,2,The%20Reconquest%20of%20Montreal:%20Language%20Policy%20and%20Social%20Change%20in%20a%20Bilingual%20City
B2188E3D,Levine,,,,,,2,The%20Reconquest%20of%20Montreal:%20Language%20Policy%20and%20Social%20Change%20in%20a%20Bilingual%20City
B8A6F7EF,Heard,Swartz,,,,,1,The%20Regional%20Veto%20Formula%20and%20Its%20Effects%20on%20Canadas%20Constitutional%20Amendment%20Process
545ECA92,Trebilcock,Howse,,,,,2,The%20Regulation%20of%20International%20Trade
66FE5014,Morley,,,,,,2,The%20Reins%20of%20Power
27AB5713,Mendelsohn,Nadeau,,,,,1,The%20Religious%20Cleavage%20and%20the%20Media%20in%20Canada
E4548FE1,Trimble,Arscott,Tremblay,,,,2,The%20Representation%20of%20Women%20in%20Canadian%20Governments
B02538CD,Johnston,,,,,,1,The%20Reproduction%20of%20the%20Religious%20Cleavage%20in%20Canadian%20Elections
3A79D0D8,Smith,,,,,,3,The%20republican%20option%20in%20Canada%2C%20past%20and%20present
922541B0,Smith,,,,,,2,The%20republican%20option%20in%20Canada%2C%20past%20and%20present
3E4733FB,Smith,,,,,,2,The%20republican%20option%20in%20Canada%2C%20past%20and%20present
0FDCCE4A,International%20Commission%20on%20Intervention%20and%20State%20Sovereignty,,,,,,2,The%20Responsibility%20to%20Protect
15C5A9B6,Kernaghan,Langford,,,,,2,The%20Responsible%20Public%20Servant
BA1E2333,Haidt,,,,,,2,The%20Righteous%20Mind:%20Why%20Good%20People%20Are%20Divided%20over%20Politics%20and%20Religion
F72D0A68,Epp,,,,,,2,The%20Rights%20Revolution:%20Lawyers%2C%20Activists%2C%20and%20Supreme%20Courts%20in%20Comparative%20Perspective
3615E707,Papillon,,,,,,3,The%20Rise%20(and%20Fall?)%20of%20Aboriginal%20Self-Government%20(Chapter%206)
777366D9,Olson,,,,,,3,The%20Rise%20and%20Decline%20of%20Nations
E7C4FDA5,Wolfe,,,,,,3,The%20Rise%20and%20Demise%20of%20Keynesian%20Era%20in%20Canada
27105265,Naylor,,,,,,3,The%20Rise%20and%20Fall%20of%20the%20Third%20Commercial%20Empire%20of%20the%20St.%20Lawrence
